Part No.,MODEL,S/N,配件,BIN ID,Status,狀態,借用人,"借用單
編號",出借人,借用日,到期日,入庫日期,備註,"最後
盤點日",Sales Requester,Purpose
779177-01,PCI-5412(含Cable*1),E36547,,A3-19,S,4,,,,,,2008/9/2,,2019/11/26,,
,PCI-5640R,E34351,,美RD,S,4,,,,,,,,,,
779460-01,PCI-5640R(含Cable*1),E764F8,,宗臣／林俊賢,V,4,,,,,,2007/7/23,,,,
779460-01,PCI-5640R(含Cable*1),E620B9,,B2-65,S,4,,,,,,2006/12/7,,2016/3/4,,
777478-01,PCI-5911,1188FF5,,B2-63,S,4,,,,,,2006/11/17,,,,
777478-01,PCI-5911,DE36D0,,B2-62,S,4,,,,,,2006/11/17,,,,
860684-01,PCI-5911,B4E7E9,,A3-09,S,4,,,,,,,,2016/8/19,,
777478-02,PCI-5911,B43ACA,,A3-08,S,4,,,,,,,,,,
779659-03,PCI-5922,E43D9F,,B1-64,S,4,,,,,,2006/8/7,,2019/7/30,Andy,
779659-02,PCI-5922,E43DA4,,B1-63,S,4,,,,,,2006/6/1,,2019/7/30,Andy,
779348-01,PCI-6010,E0B6D8,,A2-55,S,4,,,,,,2005/5/3,,,,
779348-01,PCI-6010,E0C414,,A2-54,S,4,,,,,,2005/5/3,,,,
779348-01,PCI-6010,E0C385,,A2-53,S,4,,,,,,2005/5/3,,,,
779348-01,PCI-6010,E0B6D0,,A2-52,S,4,,,,,,2005/5/3,,2016/10/20,,
779348-01,PCI-6010,173ECBF,,A2-51,S,4,,,,,,2005/5/3,2012/12/05 與客戶換貨(原S/N:E0B6C8),2016/8/19,,
778629-01,PCI-6013,11F532C,,B4-60,S,4,,,,,,2006/11/17,,2018/8/16,,
188626-01,PCI-6014,D23376,,A2-18,S,4,,,,,,,,,,
188626-01,PCI-6014,D22552,,A2-17,S,4,,,,,,,,,,
188626-01,PCI-6014,D2254B,,A2-16,S,4,,,,,,,,,,
777743-01,PCI-6024E,C29DDE,,A1-47,S,4,,,,,,,,2015/12/3,,
777743-01,PCI-6024E,C2A562,AI-Chanel 1壞了,A1-40,S,4,,,,,,,,,,
777744-01,PCI-6025E,168E6C4,,F3-26,S,4,,,,,,2012/9/25,,2017/4/12,,
777744-01,PCI-6025E,BBDF6D,,B1-09,S,4,,,,,,,,2016/1/27,,
777516-01,PCI-6033E,C6F172,,A2-30,S,4,,,,,,,,,,
184002-01,PCI-6040E,1000311,,林沛彥,V,4,要拿回,,,,,,,,,
777305-01,PCI-6070E,BB87FA,,B4-35,S,4,,,,,,,,2017/2/24,,
777305-01,PCI-6070E,CBE7F2,,B4-27,S,4,,,,,,,,2019/6/4,,
777515-01,PCI-6071E,11B1147,,B4-53,S,4,,,,,,2007/5/8,,,,
777475-01,PCI-6110E,127272F,,A1-61,S,4,,,,,,,2010/5/6 與客戶換貨(原S/N:BBCA90),,,
184111-02,PCI-6111,127AFFC,,B4-61,S,4,,,,,,2007/5/15,,2019/9/4,,
184111-02,PCI-6111,132C261,,A3-27,S,4,,,,,,2008/9/16,,2016/2/25,,
184529-01,PCI-6115,12F439F,,A3-10,L,2,Harvey,,Vivian H,2017/1/3,,2010/4/20,2017/9/2 校驗到期,2016/9/8,,
779420-01,PCI-6133,123F3CD,,B4-63,L,00,台全電機／張進城,190731-114624,Alexander,2019/7/31,2019/9/2,2007/10/29,,2018/4/3,,
778913-01,PCI-6143,1914220,,F3-21,S,4,,,,,,2014/4/21,,2019/9/4,,
779066-01,PCI-6221,114DFDF,,C1-04,L,00,精湛光學／蘇東民,190506-104456,Erika,2019/5/6,2019/6/8,2005/10/28,,2018/7/6,,
779066-01,PCI-6221,114E8E1,,B4-59,S,4,,,,,,2005/10/28,,2019/10/1,,
779066-01,PCI-6221,1166D9E,,B4-24,S,4,,,,,,2006/4/17,,2019/8/28,,
779066-01,PCI-6221,E0AA30,,A2-44,L,00,銘異科技／陳炫邑,190718-094119,Anderson,2019/7/18,2019/8/20,2005/10/28,,2019/2/21,,
779418-01,PCI-6221(37 Pin),121CF97,,B1-56,S,4,,,,,,2007/1/23,,2017/11/23,,
779418-01,PCI-6221(37 Pin)-曄中,124A474,,FSE(M1)-Andrew,V,4,,,,,,,,2014/1/16,,
779068-01,PCI-6229,19D124E,,B4-04,S,4,,,,,,2005/12/8,"2009/12/31 與客戶換貨(原S/N:1137419)
2015/03/11 與客戶換貨(原S/N:13FB6E0)",2019/8/15,,
779068-01,PCI-6229,146416E,,A1-46,S,4,,,,,,2004/11/10,"2005/1/19 RMA(原DEE17E)
2011/06/29 與客戶換貨(原S/N:DF72A2)",2019/1/24,,
779070-01,PCI-6251,12824A9,,C1-07,S,4,,,,,,2007/5/4,,2019/8/19,,
779072-01,PCI-6259,E13716,,C1-29,S,4,,,,,,2005/8/17,,2018/6/5,,
779072-01,PCI-6259,13B7241,,B4-12,L,00,致茂電子／周健生,180427-112818,Kevin Y,2018/4/27,2018/5/15,2009/4/1,,,,
779072-01,PCI-6259,1348ADF,,B1-10,S,4,,,,,,2009/3/17,,,,
779072-01,PCI-6259,E10920,,庫-AE(13)-Leon,V,4,,,,,,2007/5/28,2007/12/5 RMA(原S/N:E10428),2018/10/22,,
779072-01,PCI-6259,1348B7F,,庫-AE(12)-Ting,V,4,,,,,,2010/3/9,,2019/4/15,,
779072-01,PCI-6259,DECB95,,A1-56,S,4,,,,,,2004/11/10,,2015/9/16,,
779072-01,PCI-6259,159970A,,A1-43,S,4,,,,,,2014/3/28,,,,
779111-01,PCI-6289,13623E4,,A2-11,S,4,,,,,,2008/6/16,,2018/1/25,,
777690-01,PCI-6503,11E00ED,,B4-57,S,4,,,,,,2006/11/17,,2018/8/7,,
777690-01,PCI-6503,15D421A,,A2-32,S,4,,,,,,,2011/10/27 與客戶換貨(原S/N:B12B6D),2016/10/28,,
777690-01,PCI-6503,BBA788,,A1-09,L,2,Vivian S,,Vivian H,2011/5/27,,,,2011/5/27,,
777690-01,PCI-6503,BBA7C4,,A1-08,S,4,,,,,,,,,,
777690-01,PCI-6503,15E538C,,A1-07,S,4,,,,,,,2011/10/27 與客戶換貨(原S/N:B9E0BC),,,
777690-01,PCI-6503,BBA795,,A1-06,L,2,Vivian S,,Vivian H,2011/5/27,,,,2011/5/27,,
778792-01,PCI-6509,1196974,Port 3&9 的DI有問題,庫-B1-55,V,4,,,,,,2006/9/14,2006/11/28與客戶換貨(原S/N:1152A73),2019/1/22,,
778792-01,PCI-6509,1723CE6,,F3-25,L,2,Tom H,,Vivian H,2019/10/25,,2012/9/20,,2019/4/2,,
778792-01,PCI-6509,1723D89,,C1-44,L,2,Noter,,Vivian H,2019/11/26,,2012/9/20,,2019/11/19,,
778835-01,PCI-6515,1505561,,FSE(N4)-Derek H,V,4,,,,,,2010/10/20,,2016/4/25,,
778835-01,PCI-6515,150559B,,FSE(N2)-Alexander,V,4,,,,,,2010/10/20,,2017/7/14,,
778835-01,PCI-6515,16DD5F6,,A2-42,S,4,,,,,,2010/4/13,2012/06/05 與客戶換貨(原S/N:149D95C),2019/11/8,,
778835-01,PCI-6515,149D922,Port 4 Lin 0─Always High,A1-42,S,4,,,,,,2010/4/13,,2016/10/5,,
779084-01,PCI-6518,12B559B,,B1-31,S,4,,,,,,2007/7/30,,2017/5/4,,
779085-01,PCI-6519,1371CDF,,A1-38,D,2,Van,,Vivian H,2011/2/9,,2005/10/18,"2005/11/4RMA(原S/N:E20A89)
2006/8/17與客戶換貨(原S/N:E201AF)
2008/9/23與客戶換貨(原S/N:11F3F17)",2011/2/9,,
777810-01,PCI-6527,1206C36,,B4-55,S,4,,,,,,2006/11/17,,,,
777810-01,PCI-6527,BCF490,,B1-23,S,4,,,,,,,,,,
777810-01,PCI-6527,BCF481,,B1-22,S,4,,,,,,,,,,
777810-01,PCI-6527,BCF47C,,B1-21,S,4,,,,,,,,,,
777314-01,PCI-6533,11FF231,,B4-54,S,4,,,,,,2006/11/17,,2017/10/26,,
778287-01,PCI-6534,CBBEC8,,B1-11,S,4,,,,,,,2006/5/22RMA(原S/N:C6E945),2018/1/9,,
778316-01,PCI-6703,D4B8B4,,B1-35,S,4,,,,,,,,2017/4/26,,
777740-01,PCI-6711,1190BE0,,B4-56,S,4,,,,,,2006/11/17,,,Andy,
777740-01,PCI-6711,C8A09B,,B1-19,S,4,,,,,,,,,Andy,
777741-01,PCI-6713,11779D4,,C1-06,S,4,,,,,,2007/3/30,,,Andy,
777741-01,PCI-6713,B1683D,,B1-13,S,4,,,,,,,,,Andy,
777741-01,PCI-6713,BBD927,,B1-12,S,4,,,,,,,,,Andy,
778510-01,PCI-6733,10D884C ,5v pin 沒有輸出 5v 訊號,C1-23,S,4,,,,,,2007/11/6,2013/10/17 與客戶換貨(原S/N:12CF97C),2017/11/2,,
184533B-01,PCI-6810,AA84AE,,A1-50,S,4,,,,,,,,,,
777835-01,PCI-7030,B6B5BF,,A3-16,S,4,,,,,,,,,,
777835-01,PCI-7030,B89845,,A3-07,S,4,,,,,,,,,,
777835-01,PCI-7030,B6B5B3,,A3-06,S,4,,,,,,,,,,
186357A-01,PCI-7324,BBB0A1,,B1-04,L,2,Jimmy L,,Vivian H,2018/3/30,,,,,Jimmy L,捐贈-交大
186357A-14,PCI-7324,BC4E69,,B1-03,S,4,,,,,,,,,,
186357A-14,PCI-7324,BD40D0,,B1-02,S,4,,,,,,,,,,
186357A-01,PCI-7324,BC4E62,,B1-01,S,4,,,,,,,,,,
778924-04,PCI-7334,11460B9,,F3-43,S,4,,,,,,2007/11/26,,2018/10/19,,
186307C-01,PCI-7334,DEE11E,,A1-59,S,4,,,,,,2005/7/28,,2015/11/23,,
778440-02,PCI-7352,15E093B,,F3-06,S,4,,,,,,2011/5/20,,2019/1/19,,
778440-08,PCI-7358,15E0947,,F3-11,S,4,,,,,,2011/6/2,,2019/5/3,,
779034-01,PCI-7390,134625C,,S3-153,V,4,,,,,,2005/11/4,"2007/9/27 與客戶換貨(原S/N:E26351)
2008/7/9 與客戶換貨(原S/N:12D51F2)",2015/9/16,,
779034-01,PCI-7390,1509623,,FSE(N4)-Derek H,V,4,,,,,,2010/10/12,2016/11/24 RMA,2016/11/24,,
779034-01,PCI-7390,E26356,,F3-45,S,4,,,,,,2005/12/8,,2019/6/27,,
779034-01,PCI-7390,150962C,,F3-09,S,4,,,,,,2011/5/25,2016/11/24 RMA,2019/6/13,,
779034-01,PCI-7390,15095F2,,F3-08,S,4,,,,,,2011/5/25,,2019/1/19,,
779034-01,PCI-7390,12A0F58,,C1-24,S,4,,,,,,2007/11/22,2008/7/9 與客戶換貨(原S/N:1277A90),2017/3/30,,
779034-01,PCI-7390,1889A80,,C1-18,S,4,,,,,,2007/9/14,"2010/03/03 與客戶換貨(原S/N:128BB85)
2013/10/30 與客戶換貨(原S/N:1461A7B)",2019/1/24,,
779034-01,PCI-7390,1277AAA,,B4-02,S,4,,,,,,2007/5/17,2016/11/24 RMA,2018/8/7,,
779370-01,PCI-7813R,1314BAB,,C1-30,S,4,,,,,,2007/1/8,,2019/7/5,,
778797-01,PCI-7831R,122F7FA,,C1-02,S,4,,,,,,2006/12/7,,,,
778797-01,PCI-7831R,122F7E6,,C1-01,S,4,,,,,,2006/12/7,,2017/9/18,,
186400B-01,PCI-8212,C944B0,,A1-37,S,4,,,,,,,,,,
778742-01,PCI-8232,15ACC45,,S3-73,V,4,,,,,,2011/6/16,,2014/1/16,,
779024-01,PCI-8252(1394 Card),109C2700076,,C1-49,S,4,,,,,,2011/1/27,,2016/9/30,,
779024-01,PCI-8252(1394 Card),E45E66,,B4-18,S,4,,,,,,2006/5/16,,2017/5/26,,
779303-01,PCI-8254R,E4A4DA,,F3-07,S,4,,,,,,2005/9/6,2006/6/21RMA(原S/N:E1F6CF),2015/12/29,,
186943C-01,PCI-8330(2M Copper Cable),D6C9DA,,B4-01,S,4,,,,,,2000/8/22,"2000/08/22 原PCI-8330(BCC385)與德律互換
2013/05/27 PXI報廢(S/N:BCC334)",,,
781365-01,PCI-8516,14CBA0B,,C1-48,S,4,,,,,,2011/1/25,,2019/11/26,,
781062-01,PCI-8532,14CBEB4,,C1-47,L,2,Frank,,Vivian H,2019/11/6,,2010/10/27,,2019/7/15,,
778007-02,PCI-CAN/LS2,1A971B9,,A1-53,L,2,Frank,,Vivian H,2019/11/6,,2005/3/10,2015/11/16客戶以新品還貨(原PN:778782-02(S/N:DF92B2),2019/4/17,,
183480B-01,PCI-DIO-32HS,B2818E,,A1-36,S,4,,,,,,,,,,
183480B-01,PCI-DIO-32HS,AB27AF,,A1-35,S,4,,,,,,,,,,
777387-01,PCI-DIO-96,B2D0B8,,B1-15,S,4,,,,,,,,2016/9/7,,
779706-01,PCIe-1427,12E75D5,,B4-43,L,00,偲倢科技／陳青煒,191206-164215,Brian Y,2019/12/9,2019/12/18,2007/10/23,,2018/3/15,,
779191-01,PCIe-1429,1359149,,B4-20,S,4,,,,,,2006/5/16,2008/6/24 RMA(原S/N:E2B221),2017/1/23,,
779191-01,PCIe-1429,E0E9DF,,B4-16,S,4,,,,,,2006/5/1,,2018/2/22,,
779191-01,PCIe-1429,12A7978,,A2-38,S,4,,,,,,2005/6/15,2007/10/11與客戶換貨(原S/N:E0E9E2),2018/2/22,,
779191-01,PCIe-1429(含高速CCD),DE0EA6,"CCD (Basler:A504K)(S/N:20306792)
鏡頭(Nikon)
Power Supply(HES18-120150-7)(S/N:0366)",美RD,L,2,Jimmy L(CCD),,Vivian H,2009/10/21,,,,2009/10/21,,
779479-01,PCIe-1430,E23E55,,B4-07,S,4,,,,,,2005/12/8,,2019/3/20,,
781169-01,PCIe-1433,17E5D08,,S3-103,V,4,,,,,,2013/3/8,,2019/8/1,,
781169-01,PCIe-1433,18E936B,,C1-05,S,4,,,,,,2013/12/4,,2019/8/28,,
781169-01,PCIe-1433,1A2350C,,ADR-Noter,V,4,,,,,,2014/12/25,2017/4/14與客戶換貨(原S/N:199C51F),2018/1/26,,
782849-01,PCIe-1473R(LX-110),1905A53,,F3-50,L,2,Robert,,Vivian H,2017/5/24,,2014/1/3,,2017/5/8,,
782849-01,PCIe-1473R(LX-110),1C4F5EA,,A2-27,S,4,,,,,,2018/10/23,,2019/6/20,,
781585-01,PCIe-1473R(LX-50),15A4C7C,,F3-16,S,4,,,,,,2011/3/22,,2019/8/20,,
779771-01,PCIe-4065,E60E59,761000-01*1,C1-10,S,4,,,,,,2007/5/21,,2019/1/8,,
779512-01,PCIe-6251,12A0C77,,B4-58,S,4,,,,,,2009/7/21,,2019/10/29,,
779512-01,PCIe-6251,E3C816,,B4-09,S,4,,,,,,2006/3/21,,2015/9/16,,
779513-01,PCIe-6259,1280499,,庫-AE(09)-Jack,V,4,,,,,,2007/3/28,,2019/5/29,,
779513-01,PCIe-6259,1583DF4,,AE(07)-Elca,V,4,,,,,,2011/1/27,,2018/4/9,,
779513-01,PCIe-6259,120CB75,,AE(05)-Tony Chen,V,4,,,,,,2007/3/26,,2018/8/27,,
779513-01,PCIe-6259,1280483,,庫-AE(13)-Leon,V,4,,,,,,2007/3/28,,,,
779513-01,PCIe-6259,1583DF9,,C1-50,S,4,,,,,,2011/1/27,,2015/9/16,,
779513-01,PCIe-6259,125003C,,B4-42,S,4,,,,,,2007/3/26,,2015/10/14,,
779513-01,PCIe-6259,1583DF6,,AE(08)-Edmund,V,4,,,,,,2011/1/27,,2018/6/12,,
779513-01,PCIe-6259,E45CA0,,AE(06)-Tom H,V,4,,,,,,2007/3/26,2007/8/13 RMA,2018/1/22,,
779513-01,PCIe-6259,11FBD3F,,A2-12,S,4,,,,,,2007/3/26,,2015/10/28,,
781051-01,PCIe-6363,15DB79A,,AE(11)-Andy H,V,4,,,,,,2011/7/27,,2018/4/9,,
781051-01,PCIe-6363,15DB78F,,AE(01)-Noter,V,4,,,,,,2011/7/27,,2018/4/9,,
781051-01,PCIe-6363,176DEA6,,F3-27,L,2,Robert,,Vivian H,2019/10/22,,2012/10/11,,2019/1/8,,
781051-01,PCIe-6363,1442004,,B1-38,S,4,,,,,,2008/8/25,,2019/12/3,,
781051-01,PCIe-6363,15DB797,,庫-AE(10)-Jeff,V,4,,,,,,2011/7/27,,2018/8/27,,
781051-01,PCIe-6363,1612270,,AE(02)-Welly,V,4,,,,,,2011/8/4,,2018/8/27,,
785361-01,PCIe-7820R,1D2D6C3,,C1-13,L,00,聯發科／許旻舜,191115-095311,Sean T,2019/11/15,2019/12/18,2018/5/14,,2019/8/20,,
781100-01,PCIe-7841R,18F65F5,,A1-32,L,00,艾銳儀器／鍾卓吾,190620-111815,Erika,2019/6/20,2019/7/23,,,2019/4/2,,
779813-01,PCIe-8231,A88000483,,S3-84,V,4,,,,,,2012/6/18,,2018/10/23,,
782997-01,PCIe-8233,G27N1165,,B1-42,S,4,,,,,,2017/5/9,,2018/9/12,,
782997-01,PCIe-8233,H22N1391,,ADR,V,4,,,,,,2014/7/18,2017/6/22 RMA(原S/N:D30N0162),2017/4/5,,
780400-01,PCIe-8235,A88000A5C,,MDR-3D,V,4,,,,,,2012/11/15,,,,
780400-01,PCIe-8235,A880009F2,,F3-31,S,4,,,,,,2013/3/8,,2018/8/14,,
780400-01,PCIe-8235,A880009D2,,F3-30,S,4,,,,,,2013/3/8,,2014/1/16,,
780400-01,PCIe-8235,A880006A0,,F3-12,L,2,Alexander,,Vivian H,2012/8/21,,2011/6/23,2012/03/14 與客戶換貨(原S/N:A880003D6),2012/8/21,,
780400-01,PCIe-8235,A8800047B,,F3-05,S,4,,,,,,2011/5/19,,2015/9/16,,
780400-01,PCIe-8235,A880003B2,,C1-46,S,4,,,,,,2011/5/11,,2015/12/24,,
780400-01,PCIe-8235,A8800059E,,B4-10,S,4,,,,,,2011/4/28,2012/01/19 與客戶換貨(原S/N:A880003AB),2015/9/16,,
782525-01,PCIe-8237R,1ADB281,,庫-FSE(M8)-Zac,V,4,,,,,,2016/1/7,,2019/8/22,,
782525-01,PCIe-8237R,1A83799,,A1-60,L,2,Edmund,,Vivian H,2019/12/2,,2015/10/28,,2018/2/14,,
782889-01,PCIe-8242,156A6G00428,,F3-37,S,4,,,,,,2015/9/23,,2018/12/21,,
782890-01,PCIe-8244,145A4M00087,,S3-149,V,2,Lupin,,Vivian H,2015/6/29,,2014/9/30,,2015/6/29,,
781107-01,PCIe-8253,102AR500021,,S3-65,V,4,,,,,,2010/12/13,,2018/9/4,,
781107-01,PCIe-8253,102AR500087,,S3-64,V,4,,,,,,2010/12/13,,2018/2/9,,
781107-01,PCIe-8253,102AR500068,,S3-63,V,4,,,,,,2010/12/13,,2014/1/16,,
781107-01,PCIe-8253,102AR500017,,S3-62,V,4,,,,,,2010/12/13,,2014/1/16,,
781107-01,PCIe-8253,102AR500058,,S3-47,V,4,,,,,,2010/6/10,,2016/5/27,,
779679-01,PCIe-8255R,122EAEB,,S3-154,V,4,,,,,,2007/8/24,,2016/4/19,,
779679-01,PCIe-8255R,1432BE5,,C1-36,S,4,,,,,,2009/10/29,,2018/5/4,,
779504-01,PCIe-8361,12FA618,,B4-41,L,2,Ivan,,Vivian H,2018/7/30,,2008/1/7,,2018/7/19,,
"779504-01
779500-03",PCIe-8361+Cable*1,1802A01,,F3-02,L,00,日月光／陳俊仁,170711-113421,Serena,2017/7/17,2017/8/11,2007/6/21,2013/01/07 與客戶換貨(原S/N:E61D2A),2017/5/17,,
779723-01,PCIe-8371,19A0091,,F3-41,L,00,華碩電腦／沈明毅,171005-175418,Lupin,2017/10/5,2017/11/7,2014/10/20,,2017/2/8,,
779723-01,PCIe-8371,1957CE2,,F3-33,L,2,Steve,,Vivian H,2019/10/2,,2014/6/13,,2019/4/25,,
779723-01,PCIe-8371,1960E62,,B1-57,S,4,,,,,,2014/10/20,,2019/5/16,,
778930-01,PCIe-GPIB,13C1FC9,,FSE(N8)-Lupin,V,4,,,,,,2008/10/16,,,,
778930-01,PCIe-GPIB,1280C33,,庫-AE(13)-Leon,V,4,,,,,,2008/10/16,,2019/8/19,,
778930-01,PCIe-GPIB,13BA3C8,,A2-15,L,00,矽格／林建弘,160202-101143,Ivan,2016/2/2,2016/3/8,2008/10/16,,2015/11/11,,
780935-01,PCIe-GPIB+,17683B6,,ADR-Noter,V,4,,,,,,2012/9/26,,2018/10/5,Andy,
778573-01,PCI-FBUS/2,12D1260,,B4-13,S,4,,,,,,2009/1/13,,,,
778032-01,PCI-GPIB,1A9130E,,F3-19,S,4,,,,,,2011/11/9,,2019/11/26,,
778032-01,PCI-GPIB,C2E232,,A2-14,S,4,,,,,,,,2019/1/22,,
778032-01,PCI-GPIB,BBBB86,,A2-08,S,4,,,,,,,,2019/1/22,,
778032-01,PCI-GPIB,BF8C7A,,A2-07,S,4,,,,,,,,2019/1/22,,
778032-01,PCI-GPIB,BF7B30,,A2-06,S,4,,,,,,,,2019/1/22,,
778032-01,PCI-GPIB,BBC491,,A2-02,S,4,,,,,,,,2018/12/21,,
778032-01,PCI-GPIB,B9CEC7,,A2-01,S,4,,,,,,,,2018/8/22,,
778032-01,PCI-GPIB,BEF423,,A1-29,S,4,,,,,,,,2015/9/16,,
188513B-01,PCI-GPIB(小),11CA9F0,,A2-09,S,4,,,,,,,"2005/11/22客戶以新品還貨(原S/N:BB4B91)
2006/8/11客戶以新品還貨(原S/N:114568C)",2018/8/22,,
778033-01,PCI-GPIB+,16AB658,,F3-23,S,4,,,,,,2012/5/30,,2019/3/20,,
DVX-400P,PCI-IEEE1394 Card,PCC07100886,"只有Port 2可用
Port 1,3壞了",A2-50,S,4,,,,,,,,,,
183116E-01,PCI-MIO-16XE-50,C6E6E0,,A2-49,S,4,,,,,,,,2018/8/29,,
184906B-04,PCI-Servo-4A,AB99E2,,A3-04,S,4,,,,,,,,,,
777614-04,PCI-STEP-40X,AA31CD,,A3-23,S,4,,,,,,,,,,
776866-01,PCI-TNT4882 Eval ,E161B7,,A2-37,S,4,,,,,,2008/5/28,,,,
183884B-11,PCMCIA-485,NI4852,,鐵00,S,4,,,,,,,,,,
183884B-11,PCMCIA-485(含Cable),NI4851,,B1-28,S,4,,,,,,,,,,
,PCMCIA-Adapter,C140044148,,鐵00,S,4,,,,,,,,,,
,PCMCIA-Adapter+無線網卡,20030922000185,,鐵00,S,4,,,,,,,,,,
777599-01,PCMCIA-CAN(DNET),E024E5,"PSH15-C1 DeviceNet Cable*1(183907C-01)2005/4/21入庫
PSH15-C1 CAN Cable*1(184354C-01)2006/6/28入庫
",A1-54,S,4,,,,,,2005/4/21,,2014/1/16,,
183907-01,PCMCIA-DeviceNet Cable,Cable 142,,右3,S,4,,,,,,2006/3/22,,,,
182362-02,"PCMCIA-GPIB Cable (2m,大)",Cable 974,,數采／季松平,V,4,,,,,,,,,,
182362-02,"PCMCIA-GPIB Cable (2m,大)",Cable 068,,右3,S,4,,,,,,,,,,
182362-02,"PCMCIA-GPIB Cable (2m,大)",Cable 039,,右3,S,4,,,,,,,,,,
182362-02,"PCMCIA-GPIB Cable (2m,大)",Cable 127,,右3,S,4,,,,,,2007/12/3,,,,
186557A-02,"PCMCIA-GPIB Cable (2m,小)",Cable 119,,右3,S,4,,,,,,,,,,
186557A-02,"PCMCIA-GPIB Cable (2m,小)",Cable 040,,右3,S,4,,,,,,,,,,
186557A-02,"PCMCIA-GPIB Cable (2m,小)",Cable 103,,右3,S,4,,,,,,,,,,
182330E-01,PCMCIA-GPIB(大),B10473,,鐵00,S,4,,,,,,,,,,
184713B-01,PCMCIA-GPIB(大),B3FC1D,,鐵00,S,4,,,,,,2006/8/22,,,,
182361D-01,PCMCIA-GPIB(大),A2004E,,鐵00,S,4,,,,,,,,,,
182361D-01,PCMCIA-GPIB(大),A80276,,數采／季松平,V,4,,,,,,,,,,
186736C-01,PCMCIA-GPIB(小),C8B27A,,鐵00,S,4,,,,,,,,,,
186736C-01,PCMCIA-GPIB(小),CD265F,,鐵00,S,4,,,,,,,,,,
,PCMCIA-IEEE1394,037040303232,12V變壓器*1,B4-46,S,4,,,,,,2006/3/22,,,,
,PCMCIA-IEEE1394,05001603,12V變壓器*1,B4-45,S,4,,,,,,2006/3/22,,,,
,PCMCIA-IEEE1394,037920800345,12V變壓器*1,B1-52,S,4,,,,,,2004/11/8,,,,
,PCMCIA-IEEE1394,05001103,12V變壓器*1,B1-16,S,4,,,,,,2006/3/22,,,,
184857A-04,PC-Servo-4A,A72865,,A3-15,S,4,,,,,,,,,,
184857A-04,PC-Servo-4A,A7B9F5,,A3-02,S,4,,,,,,,,,,
184854A-14,PC-STEP-4CX,A7B9FC,,A3-03,S,4,,,,,,,,,,
COMPAQ,PDA,4G28DW33K06F,"背夾
底座：4G28KD54G5K7
變壓器：AMW0227026046",左3,S,4,,,,,,,,,,
HP P5500,PDA,KRD41600C0,"電池：6637607SQQ28H3
背夾(PCMCIA)：8Y32KD5271X3
背夾(CF)：4G28JR74B1YM
背夾電池：3021JSA1025AE
底座：1Y42LD912FGF
變壓器：2MW0411004673
皮套
接頭：P/N:253652-B21 SPS*2
CD*1 Product Key:GPRR7-H8PRC-JCHT2-R3BKX-KK678
           E0300519HP(00033-947-899-527)",左3,S,4,,,,,,,,,,
Acer n300,PDA,CPH030N02164200270PQ00,"電池(S/N:0609-07006)
底座(S/N:CCH020301164200005PQ00)
變壓器(S/N:33-00215-16B 683101402342 R)
USB Cable *1(23-00532-01A)
3-in-1 sync cable*1",左3,S,4,,,,,,2006/11/2,,,,
781595-01,Phase-Equal Precision Adapter Kit(5),S13140001,,ME-Fred,V,4,,,,,,2013/10/31,,,,
782435-01,PIXe-4145(含接線盒),185F628,,緯宇／劉?甫,V,4,,,,,,2013/7/25,,2013/8/8,,
782435-01,PIXe-4145(含接線盒),186A405,,SDR-RFIC,D,7,MTK-3G,Ethan,Vincent,2015/3/11,,2014/1/22,,2015/3/11,,
782435-01,PIXe-4145(含接線盒),188950D,,S3-173,V,2,Eddy,,Vivian H,2019/9/4,,2014/1/21,,2019/8/22,,
782435-01,PIXe-4145(含接線盒),1C8DBFA,,S3-203,V,00,日月光／江洛玲,181116-100854,Serena,2018/11/16,2018/12/19,2017/10/13,,2018/10/16,,
782435-01,PIXe-4145(含接線盒),1C7F9CA,缺螺絲*2,Bianca,V,2,Ricky,,Vivian H,2019/5/6,,2017/9/4,,2018/3/2,,
782435-01,PIXe-4145,1BDA50F,接線盒*1 2019/10/30 遺失,ME-Fred,V,10,凱茂／楊庸昇,191122-175424,Alexander,2019/11/22,2019/12/25,2017/1/4,,2019/10/30,,
782435-01,PIXe-4145(含接線盒),1B78695,,ME-Fred,V,4,,,,,,2017/1/5,,2019/10/30,,
782435-01,PIXe-4145(含接線盒),1D0380F,,RF(02)-Benson,V,2,Ricky,,Vivian H,2018/12/19,,2018/4/12,,2018/4/19,,
782435-01,PIXe-4145(含接線盒),1D0380E,,RF(02)-Benson,V,2,Amber L,,Vivian H,2019/5/8,,2018/4/12,,2018/4/19,,
782435-01,PIXe-4145,17FEBD2,,庫,V,10,全球儀器／許仲延,180327-100947,Derek H,2018/3/27,2018/4/29,2017/8/17,,2018/3/2,,
781974-01,PXIe-414X Connector Kit,781974-01-01,,庫-Bianca,V,2,Elca,,Vivian H,2019/11/21,,2017/7/25,,2017/11/2,,
Mitsubishi(FXos-20MR-ES/UL),PLC,753833,"電源線*1
USB Cable *1
PC←→PLC Adapter*1
232 Cable(TW-FX-422CAB1) *1",FSE(M1)-Andrew,V,4,,,,,,,,2014/1/16,,
,PLC,,,AED3,V,4,,,,,,2005/11/4,,,,
Panasonic(FPG-C32T2H),PLC Stage,12A62BF,"Panasonic Cable*1(5CC8513)
變壓器*1(S/N:A000829)
變壓器電源線*1
真空馬達*1(60532295)",鐵架,L,2,Harvey,,Vivian H,2016/10/5,,2007/6/25,,2016/10/5,,
